state,district,year,season,crop,area_hectares,production_tonnes,yield_tonnes_per_hectare,source_type
Tamil Nadu,Tenkasi,2023,Kharif,Rice,11021.48,45409.44,4.12,synthetic_prototype
Tamil Nadu,Tenkasi,2023,Kharif,Millet,2669.28,6406.81,2.4,synthetic_prototype
Tamil Nadu,Tenkasi,2023,Kharif,Cotton,1078.44,2201.71,2.042,synthetic_prototype
Tamil Nadu,Tenkasi,2023,Rabi,Maize,4338.42,23604.94,5.441,synthetic_prototype
Tamil Nadu,Tenkasi,2023,Rabi,Mustard,557.81,772.11,1.384,synthetic_prototype
Tamil Nadu,Tenkasi,2023,Rabi,Groundnut,2405.4,5632.35,2.342,synthetic_prototype
Tamil Nadu,Tenkasi,2023,Rabi,Wheat,444.58,1070.86,2.409,synthetic_prototype
Tamil Nadu,Tenkasi,2023,Summer,Rice,1096.56,3680.62,3.357,synthetic_prototype
Tamil Nadu,Tenkasi,2023,Summer,Maize,3014.6,12853.54,4.264,synthetic_prototype
Tamil Nadu,Tenkasi,2023,Summer,Groundnut,1210.0,2385.49,1.971,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Kharif,Rice,2905.92,10979.23,3.778,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Kharif,Maize,1826.63,10576.43,5.79,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Kharif,Groundnut,3431.12,7297.96,2.127,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Kharif,Cotton,2463.91,5055.02,2.052,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Rabi,Wheat,1781.46,4525.74,2.54,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Rabi,Maize,2718.62,11998.78,4.414,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Rabi,Rice,5037.24,24788.22,4.921,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Rabi,Pulses,1120.98,1331.95,1.188,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Summer,Maize,1435.57,5474.26,3.813,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Summer,Rice,2517.9,11933.79,4.74,synthetic_prototype
Tamil Nadu,Thanjavur,2023,Summer,Millet,1843.74,3278.78,1.778,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Kharif,Cotton,4436.37,8709.49,1.963,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Kharif,Millet,2487.86,5247.86,2.109,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Kharif,Soybean,2799.76,6697.95,2.392,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Kharif,Maize,7161.55,31042.54,4.335,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Rabi,Groundnut,3299.8,7892.58,2.392,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Rabi,Maize,2736.25,12162.25,4.445,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Rabi,Mustard,441.89,622.75,1.409,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Rabi,Pulses,4687.73,5892.76,1.257,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Summer,Groundnut,2641.86,4057.24,1.536,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Summer,Maize,4715.95,22072.93,4.68,synthetic_prototype
Tamil Nadu,The Nilgiris,2023,Summer,Rice,1763.43,6332.46,3.591,synthetic_prototype
Tamil Nadu,Theni,2023,Kharif,Maize,3687.04,19458.22,5.277,synthetic_prototype
Tamil Nadu,Theni,2023,Kharif,Millet,5967.37,15985.39,2.679,synthetic_prototype
Tamil Nadu,Theni,2023,Kharif,Rice,12634.4,62792.4,4.97,synthetic_prototype
Tamil Nadu,Theni,2023,Kharif,Groundnut,3531.23,7946.74,2.25,synthetic_prototype
Tamil Nadu,Theni,2023,Rabi,Rice,4399.17,21394.49,4.863,synthetic_prototype
Tamil Nadu,Theni,2023,Rabi,Mustard,1653.99,2404.2,1.454,synthetic_prototype
Tamil Nadu,Theni,2023,Rabi,Wheat,1530.02,4021.88,2.629,synthetic_prototype
Tamil Nadu,Theni,2023,Rabi,Pulses,958.3,1234.28,1.288,synthetic_prototype
Tamil Nadu,Theni,2023,Summer,Millet,1560.97,3513.99,2.251,synthetic_prototype
Tamil Nadu,Theni,2023,Summer,Rice,1925.34,6360.14,3.303,synthetic_prototype
Tamil Nadu,Theni,2023,Summer,Groundnut,1400.64,2360.32,1.685,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Kharif,Cotton,925.96,1994.44,2.154,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Kharif,Groundnut,1189.14,2875.5,2.418,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Kharif,Maize,7274.79,43045.29,5.917,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Kharif,Soybean,2715.43,5893.99,2.171,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Rabi,Pulses,1562.76,2016.73,1.29,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Rabi,Rice,5428.67,23317.4,4.295,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Rabi,Maize,4564.68,24826.86,5.439,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Rabi,Groundnut,5725.91,9955.3,1.739,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Summer,Maize,2783.76,10463.62,3.759,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Summer,Rice,3632.98,12123.09,3.337,synthetic_prototype
Tamil Nadu,Thoothukudi,2023,Summer,Millet,2033.6,4555.95,2.24,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Kharif,Groundnut,5288.3,11927.96,2.256,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Kharif,Maize,4096.07,20206.35,4.933,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Kharif,Millet,5271.82,15354.47,2.913,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Kharif,Rice,3797.11,13322.38,3.509,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Rabi,Groundnut,1688.49,3465.57,2.052,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Rabi,Mustard,1237.68,1539.89,1.244,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Rabi,Rice,5118.89,25868.11,5.053,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Rabi,Maize,6681.37,25804.6,3.862,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Summer,Maize,1694.48,6831.14,4.031,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Summer,Millet,1623.53,2944.36,1.814,synthetic_prototype
Tamil Nadu,Tiruchirappalli,2023,Summer,Watermelon,1563.32,30833.99,19.723,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Kharif,Soybean,1353.94,2859.16,2.112,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Kharif,Cotton,1972.56,4076.39,2.067,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Kharif,Groundnut,7989.33,17607.5,2.204,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Kharif,Millet,1492.91,3214.27,2.153,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Rabi,Wheat,467.22,1311.25,2.807,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Rabi,Maize,4873.05,21070.35,4.324,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Rabi,Groundnut,3008.07,5378.25,1.788,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Rabi,Mustard,2019.25,2743.43,1.359,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Summer,Groundnut,2184.36,4679.12,2.142,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Summer,Millet,1901.28,4587.15,2.413,synthetic_prototype
Tamil Nadu,Tirunelveli,2023,Summer,Maize,2961.39,11935.76,4.03,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Kharif,Millet,3203.55,6750.95,2.107,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Kharif,Groundnut,3760.58,6406.14,1.703,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Kharif,Maize,5674.79,22824.23,4.022,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Kharif,Cotton,2911.89,6402.81,2.199,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Rabi,Maize,5170.89,22134.42,4.281,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Rabi,Mustard,2471.35,3670.05,1.485,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Rabi,Wheat,1303.64,3951.3,3.031,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Rabi,Rice,5571.01,26633.07,4.781,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Summer,Watermelon,920.75,15266.98,16.581,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Summer,Rice,4289.71,18154.97,4.232,synthetic_prototype
Tamil Nadu,Tirupathur,2023,Summer,Maize,2401.52,11238.59,4.68,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Kharif,Cotton,4575.36,8986.99,1.964,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Kharif,Maize,6794.89,27580.75,4.059,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Kharif,Rice,11386.74,50985.69,4.478,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Kharif,Groundnut,4977.4,9715.25,1.952,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Rabi,Maize,6459.93,25071.08,3.881,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Rabi,Pulses,3068.16,3843.16,1.253,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Rabi,Groundnut,1721.64,3590.0,2.085,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Rabi,Rice,15304.42,63943.21,4.178,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Summer,Maize,1781.15,8397.73,4.715,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Summer,Groundnut,1664.24,3078.66,1.85,synthetic_prototype
Tamil Nadu,Tiruppur,2023,Summer,Rice,5108.25,17049.44,3.338,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Kharif,Cotton,5844.99,10696.93,1.83,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Kharif,Groundnut,3950.11,7251.04,1.836,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Kharif,Millet,5902.8,15596.56,2.642,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Kharif,Maize,7205.18,37039.96,5.141,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Rabi,Mustard,2344.75,3201.16,1.365,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Rabi,Rice,13892.57,53193.9,3.829,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Rabi,Wheat,1225.26,3428.96,2.799,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Rabi,Maize,2122.37,8070.05,3.802,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Summer,Rice,2127.42,10103.06,4.749,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Summer,Watermelon,547.05,11238.14,20.543,synthetic_prototype
Tamil Nadu,Tiruvallur,2023,Summer,Maize,4892.8,20660.49,4.223,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Kharif,Cotton,5650.38,11393.74,2.016,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Kharif,Maize,1562.01,6874.44,4.401,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Kharif,Groundnut,3961.21,7334.4,1.852,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Kharif,Soybean,2185.97,4821.98,2.206,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Rabi,Pulses,1456.39,1548.36,1.063,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Rabi,Maize,5768.02,31311.92,5.429,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Rabi,Mustard,950.01,1345.33,1.416,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Rabi,Groundnut,1214.18,2161.47,1.78,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Summer,Rice,5078.16,18100.64,3.564,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Summer,Millet,1730.88,4237.2,2.448,synthetic_prototype
Tamil Nadu,Tiruvannamalai,2023,Summer,Maize,1354.46,5672.1,4.188,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Kharif,Groundnut,5170.48,10552.76,2.041,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Kharif,Maize,3332.15,16247.23,4.876,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Kharif,Millet,5210.15,12336.11,2.368,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Kharif,Cotton,1591.31,2488.84,1.564,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Rabi,Maize,5967.68,31337.35,5.251,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Rabi,Mustard,1701.49,1782.73,1.048,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Rabi,Groundnut,4440.55,7377.05,1.661,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Rabi,Pulses,996.01,895.65,0.899,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Summer,Millet,1697.4,3170.22,1.868,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Summer,Rice,1174.29,4779.17,4.07,synthetic_prototype
Tamil Nadu,Tiruvarur,2023,Summer,Watermelon,996.33,16907.86,16.97,synthetic_prototype
Tamil Nadu,Vellore,2023,Kharif,Rice,10187.96,49515.54,4.86,synthetic_prototype
Tamil Nadu,Vellore,2023,Kharif,Millet,2101.72,4422.81,2.104,synthetic_prototype
Tamil Nadu,Vellore,2023,Kharif,Soybean,1388.61,3277.74,2.36,synthetic_prototype
Tamil Nadu,Vellore,2023,Kharif,Groundnut,2760.23,6751.86,2.446,synthetic_prototype
Tamil Nadu,Vellore,2023,Rabi,Mustard,721.52,1046.01,1.45,synthetic_prototype
Tamil Nadu,Vellore,2023,Rabi,Rice,2171.18,9536.91,4.392,synthetic_prototype
Tamil Nadu,Vellore,2023,Rabi,Groundnut,5144.32,8318.53,1.617,synthetic_prototype
Tamil Nadu,Vellore,2023,Rabi,Maize,5019.34,24423.58,4.866,synthetic_prototype
Tamil Nadu,Vellore,2023,Summer,Millet,2172.51,3859.65,1.777,synthetic_prototype
Tamil Nadu,Vellore,2023,Summer,Maize,1925.81,7539.6,3.915,synthetic_prototype
Tamil Nadu,Vellore,2023,Summer,Watermelon,845.63,15419.23,18.234,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Kharif,Cotton,6200.99,12981.18,2.093,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Kharif,Maize,4446.55,20120.91,4.525,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Kharif,Millet,3390.66,6874.04,2.027,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Kharif,Rice,11240.97,54119.06,4.814,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Rabi,Groundnut,6342.6,11606.55,1.83,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Rabi,Wheat,2010.51,5457.92,2.715,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Rabi,Maize,5970.75,25369.67,4.249,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Rabi,Pulses,4306.21,5670.2,1.317,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Summer,Groundnut,3259.37,5166.12,1.585,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Summer,Watermelon,658.52,11083.09,16.83,synthetic_prototype
Tamil Nadu,Viluppuram,2023,Summer,Rice,3150.8,11905.95,3.779,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Kharif,Millet,3008.22,6812.16,2.265,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Kharif,Maize,2847.93,13897.36,4.88,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Kharif,Cotton,3861.9,7279.53,1.885,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Kharif,Rice,10602.52,36667.98,3.458,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Rabi,Groundnut,2022.47,3682.75,1.821,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Rabi,Wheat,1502.29,4425.7,2.946,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Rabi,Mustard,790.18,842.16,1.066,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Rabi,Pulses,990.09,1169.44,1.181,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Summer,Maize,1164.62,4630.46,3.976,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Summer,Millet,1246.9,3135.46,2.515,synthetic_prototype
Tamil Nadu,Virudhunagar,2023,Summer,Rice,3203.6,13329.95,4.161,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Kharif,Cotton,988.06,1674.93,1.695,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Kharif,Maize,5502.95,29861.06,5.426,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Kharif,Soybean,693.45,1281.77,1.848,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Kharif,Millet,854.24,2040.46,2.389,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Rabi,Pulses,962.16,1255.43,1.305,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Rabi,Rice,7368.13,35017.95,4.753,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Rabi,Wheat,1491.58,4701.38,3.152,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Rabi,Mustard,1262.52,1557.36,1.234,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Summer,Millet,1436.85,3535.03,2.46,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Summer,Rice,4557.62,21833.77,4.791,synthetic_prototype
Tamil Nadu,Ariyalur,2024,Summer,Groundnut,2873.8,6626.05,2.306,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Kharif,Maize,6690.32,27778.86,4.152,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Kharif,Rice,7326.21,30404.66,4.15,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Kharif,Groundnut,2693.01,5249.46,1.949,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Kharif,Cotton,1615.67,3439.2,2.129,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Rabi,Mustard,1531.63,2383.84,1.556,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Rabi,Rice,4487.52,20930.39,4.664,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Rabi,Pulses,943.44,1043.59,1.106,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Rabi,Groundnut,2053.91,3707.76,1.805,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Summer,Groundnut,2296.16,4135.27,1.801,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Summer,Rice,1454.33,5898.95,4.056,synthetic_prototype
Tamil Nadu,Chengalpattu,2024,Summer,Watermelon,470.56,9879.46,20.995,synthetic_prototype
Tamil Nadu,Chennai,2024,Kharif,Millet,1116.57,2886.59,2.585,synthetic_prototype
Tamil Nadu,Chennai,2024,Kharif,Groundnut,6434.09,11630.31,1.808,synthetic_prototype
Tamil Nadu,Chennai,2024,Kharif,Rice,2864.05,13098.78,4.574,synthetic_prototype
Tamil Nadu,Chennai,2024,Kharif,Cotton,4224.77,9315.5,2.205,synthetic_prototype
Tamil Nadu,Chennai,2024,Rabi,Pulses,2846.33,2906.67,1.021,synthetic_prototype
Tamil Nadu,Chennai,2024,Rabi,Wheat,1017.58,2694.99,2.648,synthetic_prototype
Tamil Nadu,Chennai,2024,Rabi,Rice,6218.86,30837.6,4.959,synthetic_prototype
Tamil Nadu,Chennai,2024,Rabi,Maize,2045.5,11480.15,5.612,synthetic_prototype
Tamil Nadu,Chennai,2024,Summer,Rice,2350.7,8124.85,3.456,synthetic_prototype
Tamil Nadu,Chennai,2024,Summer,Maize,1538.09,7989.41,5.194,synthetic_prototype
Tamil Nadu,Chennai,2024,Summer,Groundnut,2289.06,5097.88,2.227,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Kharif,Rice,6625.13,28257.07,4.265,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Kharif,Maize,6675.36,28331.05,4.244,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Kharif,Cotton,2071.72,4085.69,1.972,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Kharif,Groundnut,6027.28,14572.04,2.418,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Rabi,Rice,11603.58,43160.54,3.72,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Rabi,Mustard,2576.6,3702.97,1.437,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Rabi,Wheat,945.45,3085.8,3.264,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Rabi,Pulses,1829.76,1764.43,0.964,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Summer,Rice,1801.75,8574.8,4.759,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Summer,Watermelon,692.07,10620.56,15.346,synthetic_prototype
Tamil Nadu,Coimbatore,2024,Summer,Maize,1395.6,5210.02,3.733,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Kharif,Cotton,5559.89,11969.11,2.153,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Kharif,Groundnut,1357.91,2338.42,1.722,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Kharif,Rice,6240.56,27279.93,4.371,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Kharif,Maize,6716.22,38484.08,5.73,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Rabi,Groundnut,2585.24,4472.38,1.73,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Rabi,Mustard,1077.3,1682.86,1.562,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Rabi,Wheat,1947.76,4906.43,2.519,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Rabi,Pulses,938.16,975.57,1.04,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Summer,Millet,1982.15,3707.74,1.871,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Summer,Maize,3266.49,12743.75,3.901,synthetic_prototype
Tamil Nadu,Cuddalore,2024,Summer,Groundnut,2486.2,5021.55,2.02,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Kharif,Groundnut,5248.2,9795.77,1.867,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Kharif,Cotton,3241.51,5452.69,1.682,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Kharif,Millet,2533.62,6755.61,2.666,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Kharif,Maize,2397.14,13212.87,5.512,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Rabi,Maize,4036.67,16727.92,4.144,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Rabi,Mustard,1148.56,1438.7,1.253,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Rabi,Pulses,3432.78,3797.27,1.106,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Rabi,Groundnut,3509.31,6534.9,1.862,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Summer,Rice,3943.98,16590.07,4.206,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Summer,Millet,1666.67,3293.5,1.976,synthetic_prototype
Tamil Nadu,Dharmapuri,2024,Summer,Watermelon,2040.38,41091.59,20.139,synthetic_prototype
Tamil Nadu,Dindigul,2024,Kharif,Millet,1421.58,3336.07,2.347,synthetic_prototype
Tamil Nadu,Dindigul,2024,Kharif,Maize,2903.99,15898.06,5.475,synthetic_prototype
Tamil Nadu,Dindigul,2024,Kharif,Rice,12306.15,58681.55,4.768,synthetic_prototype
Tamil Nadu,Dindigul,2024,Kharif,Groundnut,3898.18,7405.79,1.9,synthetic_prototype
Tamil Nadu,Dindigul,2024,Rabi,Pulses,2951.12,3515.13,1.191,synthetic_prototype
Tamil Nadu,Dindigul,2024,Rabi,Rice,7950.09,35121.45,4.418,synthetic_prototype
Tamil Nadu,Dindigul,2024,Rabi,Groundnut,1808.45,3639.09,2.012,synthetic_prototype
Tamil Nadu,Dindigul,2024,Rabi,Wheat,856.69,1986.33,2.319,synthetic_prototype
Tamil Nadu,Dindigul,2024,Summer,Maize,3257.42,12243.73,3.759,synthetic_prototype
Tamil Nadu,Dindigul,2024,Summer,Groundnut,3636.01,5954.41,1.638,synthetic_prototype
Tamil Nadu,Dindigul,2024,Summer,Rice,5024.75,16443.98,3.273,synthetic_prototype
Tamil Nadu,Erode,2024,Kharif,Soybean,2672.52,5110.8,1.912,synthetic_prototype
Tamil Nadu,Erode,2024,Kharif,Millet,1569.5,4027.55,2.566,synthetic_prototype
Tamil Nadu,Erode,2024,Kharif,Maize,7219.59,40933.62,5.67,synthetic_prototype
Tamil Nadu,Erode,2024,Kharif,Groundnut,6202.81,11682.69,1.883,synthetic_prototype
Tamil Nadu,Erode,2024,Rabi,Pulses,4231.26,4713.07,1.114,synthetic_prototype
Tamil Nadu,Erode,2024,Rabi,Maize,5034.96,21870.44,4.344,synthetic_prototype
Tamil Nadu,Erode,2024,Rabi,Groundnut,1248.75,2717.6,2.176,synthetic_prototype
Tamil Nadu,Erode,2024,Rabi,Rice,3355.89,17196.12,5.124,synthetic_prototype
Tamil Nadu,Erode,2024,Summer,Groundnut,2564.74,4940.39,1.926,synthetic_prototype
Tamil Nadu,Erode,2024,Summer,Maize,4004.27,14407.9,3.598,synthetic_prototype
Tamil Nadu,Erode,2024,Summer,Rice,5479.08,25896.33,4.726,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Kharif,Groundnut,5979.34,13944.9,2.332,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Kharif,Maize,4205.33,17871.6,4.25,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Kharif,Soybean,3827.53,7364.47,1.924,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Kharif,Cotton,2927.39,5417.88,1.851,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Rabi,Wheat,1465.23,4529.79,3.092,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Rabi,Rice,15261.38,75465.63,4.945,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Rabi,Pulses,3090.49,2786.52,0.902,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Rabi,Mustard,2147.44,2798.97,1.303,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Summer,Watermelon,2037.55,31108.97,15.268,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Summer,Millet,1284.94,2849.14,2.217,synthetic_prototype
Tamil Nadu,Kallakurichi,2024,Summer,Maize,1595.27,7434.43,4.66,synthetic_prototype
Tamil Nadu,Kanchipuram,2024,Kharif,Groundnut,2688.05,5342.17,1.987,synthetic_prototype
Tamil Nadu,Kanchipuram,2024,Kharif,Soybean,1139.05,2365.66,2.077,synthetic_prototype
Tamil Nadu,Kanchipuram,2024,Kharif,Rice,6612.79,30247.62,4.574,synthetic_prototype
Tamil Nadu,Kanchipuram,2024,Kharif,Maize,9257.31,47696.19,5.152,synthetic_prototype
Tamil Nadu,Kanchipuram,2024,Rabi,Rice,10390.1,56642.73,5.452,synthetic_prototype
Tamil Nadu,Kanchipuram,2024,Rabi,Groundnut,1259.15,2751.65,2.185,synthetic_prototype
Tamil Nadu,Kanchipuram,2024,Rabi,Pulses,3070.44,2956.02,0.963,synthetic_prototype
